Name: CCTV1, URL: http://116.117.104.248:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2392 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV13, URL: http://117.93.113.187:5010/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://113.205.180.192:5003/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://129.153.90.10:2052/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://118.212.70.72:11111/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://221.197.220.94:8455/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://222.138.213.160:12345/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://61.52.43.141:12312/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://183.190.146.150:8009/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://115.204.1.136:10011/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://121.25.251.226:8100/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://120.228.150.216:30013/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.204.99.111:9999/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://114.216.25.25:12321/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://27.13.175.52:11111/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://118.119.24.45:8999/gaoma/cctv13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://47.93.13.98:55555/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://111.193.205.100:666/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://121.12.222.130:8888/itv/5000000011000031108.m3u8?cdn=bestzb$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://58.41.15.200:4022/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://116.231.107.88:4022/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://58.32.16.98:5140/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://116.225.124.9:4022/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://116.231.104.105:4022/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://218.79.216.2:7088/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://58.32.24.168:5140/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://58.37.123.164:4022/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://116.234.20.116:4022/rtp/239.45.0.19:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://119.32.12.32:2901/udp/224.1.100.69:11111$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://ddns.cyruslee.top:8888/udp/239.77.0.188:5146$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://211.101.234.24:866/aishang/migu.php/migu.php?id=cctv13$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://121.17.146.48:50003/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 264 ms, Speed: 1.74 M/s, Resolution: 1920x1080
Name: CCTV13, URL: http://113.220.235.76:9999/tsfile/live/0013_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://58.46.30.237:9999udp/228.1.1.42:6042/$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://221.205.154.53:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://183.185.252.118:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://222.241.134.209:8099/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://211.142.224.62:2023http://192.168.10.200:8008/paiptv/CCTV13.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://113.57.20.158:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 275 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV13, URL: http://60.255.47.174:8801rtp://@239.93.0.99:5140$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://42.84.219.182:771/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://42.237.181.100:7000/hls/72/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://120.84.121.174:808/udp/239.3.3.113:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://120.84.121.214:808/udp/239.3.3.113:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://120.84.121.92:808/udp/239.3.3.113:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://27.46.125.241:808/udp/239.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://42.48.2.195:808:808/hls/74/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://121.17.146.131:50003/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://121.17.146.188:50003/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://121.17.146.247:50003/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://223.10.31.105:18000/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://112.114.137.75:888/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://112.114.137.4:888/hls/13/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.151.25:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.151.46:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.135:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.9:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.26:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.7:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.28:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.37:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.69:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.10:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.56:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.52:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.147:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.131:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.134:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.105:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.148.99:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.149.30:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.149.11:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://101.19.149.3:808/udp/224.2.2.13:10001$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.158.201:80/000000001000/1000000002000021303/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=no$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://123.163.21.135:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://123.52.110.42:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://171.88.22.147:4022/rtp/239.93.0.66:5140$组播源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.136.161:6610/000000001000/1000000002000021303/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000021303$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.239/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.249/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.211/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.198/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.243/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.200/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.251/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.213/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.245/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.64.179:6610/PLTV/88888888/224/3221226537/index.m3u8?$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.67.110/PLTV/88888888/224/3221226077/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.207/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.215/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.247/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.194/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.209/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.134.65.196/PLTV/88888888/224/3221225812/1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: https://221.2.36.14/video/s10001-cctv/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: https://60.211.179.171/video/s10001-cctv/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: https://111.17.177.164/video/s10001-cctv/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.135.129.162/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226729/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.135.129.164/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226729/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://39.135.129.166/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226729/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: https://klmyzb.rcsxzx.com/hls/qishi2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV13, URL: http://fjnhdb.chinashadt.com:2036/live/stream:fjds.stream/playlist.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV14, URL: http://116.117.104.248:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2392 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV14, URL: http://110.7.131.79:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 3543 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV14, URL: http://123.130.84.106:8154/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 2923 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV14, URL: http://113.25.252.226:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 4575 ms, Speed: 0.02 M/s, Resolution: 720x576
Name: CCTV14, URL: http://124.116.183.146:9901/tsfile/live/0014_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 752 ms, Speed: 0.09 M/s, Resolution: 720x576
Name: CCTV14, URL: http://110.53.52.63:8888/newlive/live/hls/16/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 1571 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://218.58.136.82:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 268 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://218.13.14.6:60050/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 331 ms, Speed: 0.19 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://113.56.95.69:53765/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 265 ms, Speed: 1.10 M/s, Resolution: 1920x1080
Name: CCTV14, URL: https://api.olelive.com/dis/live/CCTV14HD/hls.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 4574 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV14, URL: https://piccpndali.v.myalicdn.com/audio/cctv14_2.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV14, URL: http://110.7.131.4:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 4061 ms, Speed: 0.03 M/s, Resolution: 720x576
Name: CCTV14, URL: http://110.7.131.193:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 252 ms, Speed: 0.03 M/s, Resolution: 720x576
Name: CCTV14, URL: http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 3539 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV14, URL: http://58.19.43.46:9901/tsfile/live/1033_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 1572 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV14, URL: http://183.3.134.56:9901/tsfile/live/0014_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://123.138.22.30:9901/tsfile/live/0014_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 255 ms, Speed: 0.07 M/s, Resolution: 720x576
Name: CCTV14, URL: http://61.138.128.226:19901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 1005 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV14, URL: http://218.29.168.146:352/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 247 ms, Speed: 0.37 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: -1 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://219.135.180.210:18888/hls/14/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 490 ms, Speed: 0.20 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://121.19.134.222:808/tsfile/live/0014_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 282 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://120.197.43.179:9901/tsfile/live/0015_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 239 ms, Speed: 0.11 M/s, Resolution: 720x576
Name: CCTV14, URL: http://121.33.239.242:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 877 ms, Speed: 0.13 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://183.223.157.33:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, IPv_Type: ipv4, Date: None, Delay: 1605 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://api2.52tb.xyz/info?id=16&token=20230326xflvzc$订阅源, IPv_Type: ipv4, Date: None, Delay: 929 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV14, URL: http://221.226.51.220:50081/newlive/live/hls/14/live.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 562 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://175.11.74.88:9901/tsfile/live/0014_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 259 ms, Speed: 0.69 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://60.8.49.38:352/tsfile/live/0014_1.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 657 ms, Speed: 0.73 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://39.170.52.236:808/hls/14/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 973 ms, Speed: 0.58 M/s, Resolution: 1920x1080
Name: CCTV14, URL: http://58.58.111.222:808/hls/15/index.m3u8$订阅源, IPv_Type: ipv4, Date: None, Delay: 321 ms, Speed: 0.39 M/s, Resolution: 1920x1080
